EVENT_ID,TIMESTAMP,LOCATION_LONG,LOCATION_LAT,CANONICAL_TAXONOMY,TAG_LOCAL_IDENTIFIER,ID_INDIVIDUAL_IDENTIFIER,STUDY_NAME,COUNTRY,POLYGON_8,POLYGON_6,T2M,RH2M,WS10M,PS,PRECTOTCORR,HIGH
2392,7/25/2011 20:26,-58.062186,-23.247714,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a923fffff,86a864a97ffffff,-1.37,91.32,14.85,98.97,16.44,88
2393,7/25/2011 23:27,-58.06931,-23.250536,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-1.37,91.32,14.85,98.97,16.44,86
2394,7/26/2011 2:26,-58.069525,-23.248744,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-5.56,94.58,13.77,99.06,0.85,88
2395,7/26/2011 5:26,-58.069332,-23.250482,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-5.56,94.58,13.77,99.06,0.85,86
2396,7/26/2011 14:26,-58.056993,-23.244699,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a927fffff,86a864a97ffffff,-5.56,94.58,13.77,99.06,0.85,90
2397,7/26/2011 20:26,-58.056993,-23.244184,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a927fffff,86a864a97ffffff,-5.56,94.58,13.77,99.06,0.85,90
2398,7/27/2011 2:27,-58.054569,-23.248154,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-10.43,99.94,13.67,98.33,1.78,90
2399,7/27/2011 5:27,-58.054504,-23.248186,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-10.43,99.94,13.67,98.33,1.78,90
2400,7/27/2011 11:26,-58.054805,-23.248122,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-10.43,99.94,13.67,98.33,1.78,90
2401,7/27/2011 14:27,-58.041844,-23.244098,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864061bfffff,86a864067ffffff,-10.43,99.94,13.67,98.33,1.78,92
2402,7/27/2011 17:26,-58.034313,-23.238434,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640617fffff,86a864067ffffff,-10.43,99.94,13.67,98.33,1.78,87
2403,7/27/2011 20:26,-58.033798,-23.240569,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640611fffff,86a864067ffffff,-10.43,99.94,13.67,98.33,1.78,86
2404,7/27/2011 23:26,-58.020945,-23.254656,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640601fffff,86a864067ffffff,-10.43,99.94,13.67,98.33,1.78,85
2405,7/28/2011 6:26,-57.994852,-23.214648,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640409fffff,86a864047ffffff,-7.49,89.89,14.08,97.35,2.97,88
2406,7/28/2011 9:26,-57.994895,-23.214669,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640409fffff,86a864047ffffff,-7.49,89.89,14.08,97.35,2.97,88
2407,7/28/2011 13:26,-57.995453,-23.234239,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640449fffff,86a864047ffffff,-7.49,89.89,14.08,97.35,2.97,86
2408,7/28/2011 16:26,-57.99408,-23.236932,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640627fffff,86a864067ffffff,-7.49,89.89,14.08,97.35,2.97,86
2409,7/28/2011 22:26,-57.985647,-23.248776,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640625fffff,86a864077ffffff,-7.49,89.89,14.08,97.35,2.97,85
2410,7/29/2011 1:27,-57.97893,-23.244023,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640719fffff,86a864077ffffff,-4.41,69.97,3.92,97.99,0.77,90
2411,7/29/2011 8:27,-57.984595,-23.225248,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640445fffff,86a864047ffffff,-4.41,69.97,3.92,97.99,0.77,83
2412,7/29/2011 11:27,-57.978416,-23.244131,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640719fffff,86a864077ffffff,-4.41,69.97,3.92,97.99,0.77,90
2413,7/29/2011 14:26,-57.980132,-23.24353,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640719fffff,86a864077ffffff,-4.41,69.97,3.92,97.99,0.77,88
2414,7/30/2011 5:27,-57.978652,-23.243755,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640719fffff,86a864077ffffff,-3.45,73.81,2.96,98.9,0.54,90
2415,7/30/2011 8:26,-57.978265,-23.243594,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640719fffff,86a864077ffffff,-3.45,73.81,2.96,98.9,0.54,89
2416,7/30/2011 17:26,-57.980175,-23.244656,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640719fffff,86a864077ffffff,-3.45,73.81,2.96,98.9,0.54,88
2417,7/30/2011 20:26,-57.980046,-23.244721,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640719fffff,86a864077ffffff,-3.45,73.81,2.96,98.9,0.54,88
2418,7/30/2011 23:26,-57.99262,-23.250149,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864062dfffff,86a864067ffffff,-3.45,73.81,2.96,98.9,0.54,87
2419,7/31/2011 2:27,-57.993007,-23.249935,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864062dfffff,86a864067ffffff,-2.69,87.17,5.44,99.02,3.28,88
2420,7/31/2011 5:26,-58.005195,-23.257327,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640663fffff,86a864067ffffff,-2.69,87.17,5.44,99.02,3.28,88
2421,7/31/2011 11:26,-58.040643,-23.26134,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640651fffff,86a864067ffffff,-2.69,87.17,5.44,99.02,3.28,89
2422,7/31/2011 14:26,-58.040621,-23.26135,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640651fffff,86a864067ffffff,-2.69,87.17,5.44,99.02,3.28,89
2423,7/31/2011 23:26,-58.069267,-23.261501,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a905fffff,86a864a97ffffff,-2.69,87.17,5.44,99.02,3.28,89
2424,8/1/2011 3:27,-58.051093,-23.280845,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a96dfffff,86a86414fffffff,-4.74,94.21,14.15,98.35,6.18,86
2425,8/1/2011 9:26,-58.040171,-23.295114,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641487fffff,86a86414fffffff,-4.74,94.21,14.15,98.35,6.18,88
2426,8/1/2011 12:26,-58.039463,-23.292453,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-4.74,94.21,14.15,98.35,6.18,90
2427,8/1/2011 18:26,-58.039484,-23.292539,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-4.74,94.21,14.15,98.35,6.18,88
2428,8/1/2011 21:26,-58.039505,-23.29255,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-4.74,94.21,14.15,98.35,6.18,88
2429,8/2/2011 0:26,-58.039355,-23.292496,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-8.96,100,17.23,99.19,1.55,90
2430,8/2/2011 9:26,-58.039377,-23.292539,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-8.96,100,17.23,99.19,1.55,88
2431,8/2/2011 12:26,-58.039463,-23.292475,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-8.96,100,17.23,99.19,1.55,90
2432,8/2/2011 15:26,-58.039527,-23.294663,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641487fffff,86a86414fffffff,-8.96,100,17.23,99.19,1.55,89
2433,8/2/2011 21:26,-58.040493,-23.292099,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-8.96,100,17.23,99.19,1.55,89
2434,8/3/2011 3:27,-58.039355,-23.292367,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-5.19,89.19,8.28,99.26,6.02,90
2435,8/3/2011 9:27,-58.040407,-23.29197,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-5.19,89.19,8.28,99.26,6.02,89
2436,8/4/2011 6:26,-58.039527,-23.292507,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-10.96,97.35,13.97,98.22,6.86,88
2437,8/4/2011 12:27,-58.040643,-23.292046,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-10.96,97.35,13.97,98.22,6.86,89
2438,8/4/2011 15:27,-58.040643,-23.292046,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-10.96,97.35,13.97,98.22,6.86,89
2439,8/4/2011 18:26,-58.037338,-23.291638,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414bdfffff,86a86414fffffff,-10.96,97.35,13.97,98.22,6.86,88
2440,8/5/2011 0:27,-58.039784,-23.292614,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-12.36,98.61,9.8,97.72,2.61,88
2441,8/5/2011 6:27,-58.039763,-23.292571,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b9fffff,86a86414fffffff,-12.36,98.61,9.8,97.72,2.61,88
2442,8/5/2011 9:27,-58.020387,-23.294663,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414a1fffff,86a86414fffffff,-12.36,98.61,9.8,97.72,2.61,88
2443,8/5/2011 22:27,-58.019571,-23.293129,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414a1fffff,86a86414fffffff,-12.36,98.61,9.8,97.72,2.61,86
2444,8/6/2011 1:26,-58.048904,-23.266007,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864065bfffff,86a864a97ffffff,-9.26,98.01,12.38,99.09,1.82,87
2445,8/6/2011 10:26,-58.064246,-23.251051,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-9.26,98.01,12.38,99.09,1.82,91
2446,8/6/2011 17:26,-58.053775,-23.253347,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92dfffff,86a864a97ffffff,-9.26,98.01,12.38,99.09,1.82,88
2447,8/6/2011 21:26,-58.054483,-23.25177,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-9.26,98.01,12.38,99.09,1.82,92
2448,8/7/2011 0:26,-58.054869,-23.249795,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-9.3,94.5,8.23,99.42,3.13,89
2449,8/7/2011 6:26,-58.060234,-23.252445,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-9.3,94.5,8.23,99.42,3.13,87
2450,8/7/2011 15:26,-58.078537,-23.262584,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a909fffff,86a864a97ffffff,-9.3,94.5,8.23,99.42,3.13,91
2451,8/7/2011 18:26,-58.07843,-23.262692,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a909fffff,86a864a97ffffff,-9.3,94.5,8.23,99.42,3.13,91
2452,8/7/2011 21:26,-58.077936,-23.26281,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a909fffff,86a864a97ffffff,-9.3,94.5,8.23,99.42,3.13,89
2453,8/8/2011 7:26,-58.083451,-23.26532,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a909fffff,86a864a97ffffff,-11.16,100,11.24,99.78,2.09,84
2454,8/8/2011 14:26,-58.122611,-23.294084,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864ab11fffff,86a864ab7ffffff,-11.16,100,11.24,99.78,2.09,88
2455,8/8/2011 21:26,-58.125722,-23.294116,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864ab1bfffff,86a864ab7ffffff,-11.16,100,11.24,99.78,2.09,90
2456,8/9/2011 12:26,-58.141129,-23.297346,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa23fffff,86a864aa7ffffff,-11.98,100,10.76,99.53,1.83,92
2457,8/9/2011 15:26,-58.141022,-23.297228,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa23fffff,86a864aa7ffffff,-11.98,100,10.76,99.53,1.83,92
2458,8/9/2011 21:26,-58.151515,-23.324962,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa6bfffff,86a864aa7ffffff,-11.98,100,10.76,99.53,1.83,92
2459,8/10/2011 0:26,-58.149004,-23.329757,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa45fffff,86a864aa7ffffff,-14.51,100,12.84,99.67,1.51,84
2460,8/10/2011 3:26,-58.13349,-23.339435,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b995fffff,86a864b9fffffff,-14.51,100,12.84,99.67,1.51,86
2461,8/10/2011 6:26,-58.133447,-23.339424,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b995fffff,86a864b9fffffff,-14.51,100,12.84,99.67,1.51,86
2462,8/10/2011 9:26,-58.129799,-23.350314,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b983fffff,86a864b9fffffff,-14.51,100,12.84,99.67,1.51,86
2463,8/10/2011 12:27,-58.116753,-23.360206,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b98dfffff,86a864b9fffffff,-14.51,100,12.84,99.67,1.51,90
2464,8/10/2011 15:26,-58.109372,-23.362062,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b9e3fffff,86a864b9fffffff,-14.51,100,12.84,99.67,1.51,86
2465,8/10/2011 18:26,-58.101347,-23.359401,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b9e7fffff,86a864b9fffffff,-14.51,100,12.84,99.67,1.51,88
2466,8/10/2011 21:26,-58.097806,-23.35658,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b9adfffff,86a864b9fffffff,-14.51,100,12.84,99.67,1.51,91
2467,8/11/2011 0:26,-58.097012,-23.351848,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864b9adfffff,86a864b9fffffff,-4.58,96.02,10.62,99.26,7.53,90
2468,8/11/2011 4:26,-58.082228,-23.340175,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641691fffff,86a86416fffffff,-4.58,96.02,10.62,99.26,7.53,89
2469,8/11/2011 7:26,-58.079395,-23.332804,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641697fffff,86a86416fffffff,-4.58,96.02,10.62,99.26,7.53,86
2470,8/11/2011 10:26,-58.051522,-23.336892,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416a3fffff,86a86416fffffff,-4.58,96.02,10.62,99.26,7.53,82
2471,8/11/2011 13:26,-58.05253,-23.333148,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-4.58,96.02,10.62,99.26,7.53,91
2472,8/11/2011 19:26,-58.048732,-23.333255,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-4.58,96.02,10.62,99.26,7.53,87
2473,8/11/2011 22:26,-58.049033,-23.333062,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-4.58,96.02,10.62,99.26,7.53,87
2474,8/12/2011 1:26,-58.049097,-23.332998,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,87
2475,8/12/2011 4:26,-58.049161,-23.332976,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,87
2476,8/12/2011 7:26,-58.049054,-23.33304,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,87
2477,8/12/2011 10:26,-58.048282,-23.332601,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414c9fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,83
2478,8/12/2011 13:26,-58.048797,-23.333352,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,86
2479,8/12/2011 16:26,-58.048732,-23.333255,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,87
2480,8/12/2011 19:26,-58.048754,-23.333244,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,87
2481,8/12/2011 22:26,-58.049054,-23.332858,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.35,89.18,10.01,98.51,1.37,87
2482,8/13/2011 1:26,-58.048947,-23.332858,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.43,92.96,10.73,97.06,6.34,87
2483,8/13/2011 4:26,-58.049054,-23.333051,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.43,92.96,10.73,97.06,6.34,87
2484,8/13/2011 7:26,-58.049097,-23.33303,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86416b5fffff,86a86416fffffff,-0.43,92.96,10.73,97.06,6.34,87
2485,8/13/2011 17:26,-58.017833,-23.295865,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414a1fffff,86a86414fffffff,-0.43,92.96,10.73,97.06,6.34,85
2486,8/13/2011 20:26,-58.017812,-23.295865,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414a1fffff,86a86414fffffff,-0.43,92.96,10.73,97.06,6.34,85
2487,8/13/2011 23:26,-58.044119,-23.278152,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86414b3fffff,86a86414fffffff,-0.43,92.96,10.73,97.06,6.34,90
2488,8/14/2011 8:27,-58.052831,-23.252885,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92dfffff,86a864a97ffffff,-1.4,90.11,9.57,96.2,14.28,91
2489,8/14/2011 11:26,-58.053882,-23.253572,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92dfffff,86a864a97ffffff,-1.4,90.11,9.57,96.2,14.28,88
2490,8/14/2011 20:26,-58.057616,-23.24868,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-1.4,90.11,9.57,96.2,14.28,87
2491,8/14/2011 23:27,-58.065126,-23.252746,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-1.4,90.11,9.57,96.2,14.28,89
2492,8/15/2011 2:26,-58.065212,-23.252617,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-3.65,89.97,16.04,95.63,10.47,89
2493,8/15/2011 5:27,-58.078794,-23.232104,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a933fffff,86a864a97ffffff,-3.65,89.97,16.04,95.63,10.47,87
2494,8/15/2011 12:26,-58.078644,-23.223971,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86406d9fffff,86a86406fffffff,-3.65,89.97,16.04,95.63,10.47,88
2495,8/15/2011 18:27,-58.079503,-23.22145,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86406d9fffff,86a86406fffffff,-3.65,89.97,16.04,95.63,10.47,90
2496,8/15/2011 21:26,-58.078794,-23.227597,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86406d9fffff,86a86406fffffff,-3.65,89.97,16.04,95.63,10.47,87
2497,8/16/2011 0:26,-58.087399,-23.246684,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a915fffff,86a864a97ffffff,-6.91,93.93,13.27,98.07,1.25,89
2498,8/16/2011 10:27,-58.088236,-23.261597,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a90bfffff,86a864a97ffffff,-6.91,93.93,13.27,98.07,1.25,90
2499,8/16/2011 13:27,-58.07343,-23.263872,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a90dfffff,86a864a97ffffff,-6.91,93.93,13.27,98.07,1.25,90
2500,8/16/2011 16:26,-58.061306,-23.252681,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a929fffff,86a864a97ffffff,-6.91,93.93,13.27,98.07,1.25,88
2501,8/16/2011 19:26,-58.059161,-23.253711,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a929fffff,86a864a97ffffff,-6.91,93.93,13.27,98.07,1.25,86
2502,8/16/2011 22:26,-58.05841,-23.253229,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-6.91,93.93,13.27,98.07,1.25,90
2503,8/17/2011 1:26,-58.056307,-23.25369,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a921fffff,86a864a97ffffff,-9.08,99.01,7.29,100.47,0.41,89
2504,8/17/2011 13:27,-58.042552,-23.259033,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640653fffff,86a864067ffffff,-9.08,99.01,7.29,100.47,0.41,88
2505,8/17/2011 16:26,-58.021953,-23.255138,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640601fffff,86a864067ffffff,-9.08,99.01,7.29,100.47,0.41,84
2506,8/18/2011 1:26,-57.992148,-23.261565,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640667fffff,86a864067ffffff,-6.76,90.95,8.97,100.89,1.02,82
2507,8/18/2011 4:26,-57.99438,-23.283023,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-6.76,90.95,8.97,100.89,1.02,83
2508,8/18/2011 7:26,-57.988007,-23.288205,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-6.76,90.95,8.97,100.89,1.02,84
2509,8/18/2011 10:26,-57.981548,-23.302023,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641581fffff,86a86415fffffff,-6.76,90.95,8.97,100.89,1.02,81
2510,8/18/2011 13:27,-57.987428,-23.286853,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-6.76,90.95,8.97,100.89,1.02,84
2511,8/18/2011 16:26,-57.99041,-23.284932,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-6.76,90.95,8.97,100.89,1.02,83
2512,8/18/2011 19:26,-57.990325,-23.284278,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-6.76,90.95,8.97,100.89,1.02,83
2513,8/18/2011 22:26,-57.993221,-23.281521,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-6.76,90.95,8.97,100.89,1.02,83
2514,8/19/2011 4:26,-57.99026,-23.284771,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-2.96,83.97,6.93,101.16,1.57,83
2515,8/19/2011 7:26,-57.990325,-23.284954,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-2.96,83.97,6.93,101.16,1.57,83
2516,8/19/2011 10:26,-57.990196,-23.284643,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-2.96,83.97,6.93,101.16,1.57,83
2517,8/19/2011 16:26,-57.990196,-23.284686,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-2.96,83.97,6.93,101.16,1.57,83
2518,8/20/2011 1:26,-57.990475,-23.284632,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-0.64,96.31,10.13,99.12,21.89,83
2519,8/20/2011 4:26,-57.990367,-23.284664,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-0.64,96.31,10.13,99.12,21.89,83
2520,8/20/2011 7:26,-57.990346,-23.284675,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-0.64,96.31,10.13,99.12,21.89,83
2521,8/20/2011 10:26,-57.990217,-23.284653,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-0.64,96.31,10.13,99.12,21.89,83
2522,8/20/2011 19:26,-57.989981,-23.284396,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-0.64,96.31,10.13,99.12,21.89,82
2523,8/20/2011 22:26,-57.990367,-23.285394,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-0.64,96.31,10.13,99.12,21.89,89
2524,8/21/2011 1:26,-57.990325,-23.284675,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-1.38,95.68,9,96.27,17.62,83
2525,8/21/2011 4:26,-57.990282,-23.284707,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-1.38,95.68,9,96.27,17.62,83
2526,8/21/2011 10:26,-57.99041,-23.284675,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-1.38,95.68,9,96.27,17.62,83
2527,8/21/2011 16:26,-57.990346,-23.284686,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-1.38,95.68,9,96.27,17.62,83
2528,8/21/2011 19:26,-57.990346,-23.284707,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641595fffff,86a86415fffffff,-1.38,95.68,9,96.27,17.62,83
2529,8/21/2011 22:26,-57.994466,-23.283001,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-1.38,95.68,9,96.27,17.62,83
2530,8/22/2011 1:26,-57.994466,-23.282958,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8641597fffff,86a86415fffffff,-11.63,100,15.79,97.45,3.4,83
2531,8/22/2011 4:26,-57.990539,-23.283548,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86415bbfffff,86a86415fffffff,-11.63,100,15.79,97.45,3.4,83
2532,8/22/2011 13:26,-57.996247,-23.253808,Panthera onca,50886,7,Humid Chaco,Paraguay,88a8640629fffff,86a864067ffffff,-11.63,100,15.79,97.45,3.4,90
2533,8/23/2011 2:26,-58.070812,-23.216064,Panthera onca,50886,7,Humid Chaco,Paraguay,88a86406d5fffff,86a86406fffffff,-11.06,98.75,12.27,99.26,1.11,84
2534,8/23/2011 5:26,-58.10581,-23.216901,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a9e3fffff,86a864a9fffffff,-11.06,98.75,12.27,99.26,1.11,86
2535,8/23/2011 8:27,-58.100917,-23.216901,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a9e3fffff,86a864a9fffffff,-11.06,98.75,12.27,99.26,1.11,89
2536,8/23/2011 12:26,-58.087699,-23.248948,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a915fffff,86a864a97ffffff,-11.06,98.75,12.27,99.26,1.11,89
2537,8/24/2011 0:26,-58.089437,-23.244442,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a915fffff,86a864a97ffffff,-3.12,92,11.62,99.36,1.5,85
2538,8/24/2011 3:26,-58.085747,-23.243508,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a915fffff,86a864a97ffffff,-3.12,92,11.62,99.36,1.5,87
2539,8/24/2011 6:26,-58.090253,-23.245718,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a915fffff,86a864a97ffffff,-3.12,92,11.62,99.36,1.5,83
