EVENT_ID,TIMESTAMP,LOCATION_LONG,LOCATION_LAT,CANONICAL_TAXONOMY,TAG_LOCAL_IDENTIFIER,ID_INDIVIDUAL_IDENTIFIER,STUDY_NAME,COUNTRY,POLYGON_8,POLYGON_6,T2M,RH2M,WS10M,PS,PRECTOTCORR,HIGH
6782,12/14/2014 5:05,-58.052487,-23.412595,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864165bfffff,86a864167ffffff,30.58,56.33,3.41,99.72,0.01,84
6783,12/14/2014 6:00,-58.051543,-23.411736,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864165bfffff,86a864167ffffff,30.58,56.33,3.41,99.72,0.01,87
6784,12/15/2014 2:01,-58.048453,-23.400664,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,32.24,56.48,2.98,99.74,0,84
6785,12/15/2014 6:03,-58.048282,-23.400149,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,32.24,56.48,2.98,99.74,0,86
6786,12/16/2014 4:02,-58.047595,-23.399978,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,31.2,62.11,4.3,99.79,0.62,87
6787,12/16/2014 6:02,-58.047509,-23.399892,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,31.2,62.11,4.3,99.79,0.62,87
6788,12/16/2014 8:03,-58.04708,-23.39972,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,31.2,62.11,4.3,99.79,0.62,84
6789,12/16/2014 10:03,-58.047681,-23.400321,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,31.2,62.11,4.3,99.79,0.62,86
6790,12/17/2014 8:02,-58.047767,-23.399806,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,,,,,,87
6791,12/18/2014 6:00,-58.047423,-23.400064,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,28.04,67.1,3.9,99.82,2.94,84
6792,12/19/2014 1:10,-58.053517,-23.38676,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,30.65,59.61,2.6,99.53,0.1,87
6793,12/19/2014 10:01,-58.053002,-23.385901,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,30.65,59.61,2.6,99.53,0.1,88
6794,12/20/2014 0:02,-58.052659,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,31.29,58.05,7.03,99.09,0.53,85
6795,12/20/2014 2:00,-58.053002,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,31.29,58.05,7.03,99.09,0.53,85
6796,12/20/2014 4:00,-58.052831,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,31.29,58.05,7.03,99.09,0.53,85
6797,12/20/2014 8:01,-58.05326,-23.385987,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,31.29,58.05,7.03,99.09,0.53,88
6798,12/21/2014 0:01,-58.052831,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.41,68.82,7.49,99.23,26.34,85
6799,12/21/2014 2:02,-58.052831,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.41,68.82,7.49,99.23,26.34,85
6800,12/21/2014 8:36,-58.058581,-23.405814,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b92dfffff,86a864b97ffffff,28.41,68.82,7.49,99.23,26.34,87
6801,12/22/2014 6:02,-58.058753,-23.405728,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b92dfffff,86a864b97ffffff,25.2,61.26,7.52,100.13,0.04,87
6802,12/23/2014 2:03,-58.057895,-23.405042,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b92dfffff,86a864b97ffffff,24.73,54.42,6.39,100.47,0,88
6803,12/23/2014 6:01,-58.058152,-23.404527,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b92dfffff,86a864b97ffffff,24.73,54.42,6.39,100.47,0,89
6804,12/24/2014 6:01,-58.058581,-23.405643,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b92dfffff,86a864b97ffffff,27.94,61.01,3.4,99.99,0,87
6805,12/24/2014 22:03,-58.048196,-23.391223,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,27.94,61.01,3.4,99.99,0,87
6806,12/25/2014 0:03,-58.049226,-23.391137,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.13,60.86,3.89,99.89,0.02,88
6807,12/25/2014 2:02,-58.048196,-23.391137,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.13,60.86,3.89,99.89,0.02,87
6808,12/25/2014 4:03,-58.048968,-23.39088,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.13,60.86,3.89,99.89,0.02,87
6809,12/25/2014 6:02,-58.048196,-23.391137,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.13,60.86,3.89,99.89,0.02,87
6810,12/26/2014 6:02,-58.028541,-23.390193,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641603fffff,86a864167ffffff,31.73,57.6,5.67,100.05,0.35,84
6811,12/26/2014 8:03,-58.028283,-23.390193,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641603fffff,86a864167ffffff,31.73,57.6,5.67,100.05,0.35,84
6812,12/27/2014 0:37,-58.029399,-23.390536,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641603fffff,86a864167ffffff,32.74,52.06,6,99.88,0.01,83
6813,12/27/2014 2:01,-58.028455,-23.390365,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641603fffff,86a864167ffffff,32.74,52.06,6,99.88,0.01,84
6814,12/27/2014 6:03,-58.028798,-23.392253,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641603fffff,86a864167ffffff,,,,,,85
6815,12/28/2014 0:31,-58.030257,-23.387618,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641639fffff,86a864167ffffff,33.19,51.2,5.5,99.71,0.05,87
6816,12/28/2014 2:03,-58.029742,-23.387704,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641639fffff,86a864167ffffff,33.19,51.2,5.5,99.71,0.05,88
6817,12/28/2014 6:02,-58.030257,-23.387618,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641639fffff,86a864167ffffff,33.19,51.2,5.5,99.71,0.05,87
6818,12/29/2014 0:03,-58.048539,-23.389335,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,32.63,53.79,5.43,99.63,0.96,86
6819,12/29/2014 2:03,-58.048024,-23.39088,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,32.63,53.79,5.43,99.63,0.96,87
6820,12/29/2014 4:00,-58.048282,-23.391137,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,32.63,53.79,5.43,99.63,0.96,87
6821,12/29/2014 6:01,-58.048196,-23.391223,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,32.63,53.79,5.43,99.63,0.96,87
6822,12/29/2014 10:00,-58.048539,-23.391309,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,32.63,53.79,5.43,99.63,0.96,87
6823,12/30/2014 0:32,-58.048368,-23.391223,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.49,57.86,6.07,99.44,5.94,87
6824,12/30/2014 4:00,-58.048282,-23.391137,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.49,57.86,6.07,99.44,5.94,87
6825,12/30/2014 10:00,-58.048539,-23.390965,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.49,57.86,6.07,99.44,5.94,87
6826,12/31/2014 6:02,-58.049741,-23.402209,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,33.11,50.35,7.62,99.22,0.38,85
6827,1/1/2015 2:00,-58.049655,-23.402038,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,34.02,45.88,8.31,99.31,0.48,85
6828,1/1/2015 6:00,-58.049827,-23.401952,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,34.02,45.88,8.31,99.31,0.48,85
6829,1/1/2015 8:02,-58.049912,-23.40281,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,34.02,45.88,8.31,99.31,0.48,86
6830,1/2/2015 2:01,-58.048539,-23.400493,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,27.59,69.88,4.75,99.89,47.44,84
6831,1/2/2015 8:02,-58.052402,-23.411908,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864165bfffff,86a864167ffffff,27.59,69.88,4.75,99.89,47.44,86
6832,1/3/2015 2:00,-58.048024,-23.400493,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,26.54,68.95,2.88,100.19,1.21,86
6833,1/4/2015 4:01,-58.045449,-23.393455,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,29.07,65.61,2.26,100.26,4.3,88
6834,1/4/2015 6:02,-58.045192,-23.39354,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,29.07,65.61,2.26,100.26,4.3,88
6835,1/5/2015 22:01,-58.036695,-23.385301,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641615fffff,86a864167ffffff,30.79,60.27,2.47,100.04,0.14,88
6836,1/6/2015 4:01,-58.036094,-23.384871,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641615fffff,86a864167ffffff,31.79,55.64,5.16,99.88,0,89
6837,1/6/2015 6:02,-58.033347,-23.385987,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641615fffff,86a864167ffffff,31.79,55.64,5.16,99.88,0,89
6838,1/6/2015 10:03,-58.030858,-23.387017,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641639fffff,86a864167ffffff,31.79,55.64,5.16,99.88,0,86
6839,1/7/2015 2:01,-58.037896,-23.396029,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161dfffff,86a864167ffffff,32.47,51.64,6.06,99.8,0,87
6840,1/9/2015 8:03,-58.038754,-23.3956,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161dfffff,86a864167ffffff,32.77,50.05,5.88,99.92,0.09,85
6841,1/9/2015 10:01,-58.042188,-23.395343,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161dfffff,86a864167ffffff,32.77,50.05,5.88,99.92,0.09,87
6842,1/10/2015 0:03,-58.052831,-23.392682,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b925fffff,86a864167ffffff,31.65,55.24,5.38,100,5.17,86
6843,1/10/2015 4:02,-58.050942,-23.395429,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,31.65,55.24,5.38,100,5.17,90
6844,1/10/2015 22:02,-58.0512,-23.405128,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864165bfffff,86a864167ffffff,31.65,55.24,5.38,100,5.17,87
6845,1/11/2015 0:03,-58.05738,-23.408904,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864165bfffff,86a864b97ffffff,32.81,49.52,4.84,99.97,0.52,83
6846,1/11/2015 4:03,-58.039527,-23.411479,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864165dfffff,86a864167ffffff,32.81,49.52,4.84,99.97,0.52,82
6847,1/11/2015 8:03,-58.046565,-23.402724,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,32.81,49.52,4.84,99.97,0.52,85
6848,1/11/2015 10:03,-58.047938,-23.401008,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,32.81,49.52,4.84,99.97,0.52,86
6849,1/11/2015 22:00,-58.047252,-23.401351,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,32.81,49.52,4.84,99.97,0.52,86
6850,1/12/2015 4:38,-58.033948,-23.41989,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864164bfffff,86a864167ffffff,30.8,57.16,4.3,100.01,1.12,84
6851,1/12/2015 6:00,-58.036523,-23.423753,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864164bfffff,86a864167ffffff,30.8,57.16,4.3,100.01,1.12,86
6852,1/12/2015 8:01,-58.037038,-23.422723,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864164bfffff,86a864167ffffff,30.8,57.16,4.3,100.01,1.12,87
6853,1/13/2015 4:01,-58.039699,-23.404012,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641657fffff,86a864167ffffff,31.84,56.37,5.5,99.8,1.13,85
6854,1/13/2015 6:03,-58.041844,-23.402896,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641657fffff,86a864167ffffff,31.84,56.37,5.5,99.8,1.13,89
6855,1/13/2015 8:01,-58.041158,-23.402123,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641657fffff,86a864167ffffff,31.84,56.37,5.5,99.8,1.13,89
6856,1/13/2015 10:03,-58.044419,-23.398089,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641657fffff,86a864167ffffff,31.84,56.37,5.5,99.8,1.13,85
6857,1/16/2015 4:02,-58.05944,-23.41723,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b965fffff,86a864b97ffffff,31.11,61.34,3.29,100.04,0.15,84
6858,1/16/2015 6:01,-58.059955,-23.419204,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b96dfffff,86a864b97ffffff,31.11,61.34,3.29,100.04,0.15,86
6859,1/17/2015 1:10,-58.051457,-23.410707,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864165bfffff,86a864167ffffff,31.01,61.71,2.63,100.04,2.56,85
6860,1/17/2015 4:02,-58.0512,-23.411994,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641659fffff,86a864167ffffff,31.01,61.71,2.63,100.04,2.56,87
6861,1/18/2015 10:02,-58.050513,-23.396373,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,,,,,,89
6862,1/19/2015 4:02,-58.03575,-23.395257,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161dfffff,86a864167ffffff,31.24,59.26,4.1,100.01,9.08,86
6863,1/19/2015 8:02,-58.038497,-23.401008,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641657fffff,86a864167ffffff,31.24,59.26,4.1,100.01,9.08,85
6864,1/20/2015 1:01,-58.057723,-23.414912,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b965fffff,86a864b97ffffff,30.37,64.35,3.4,100.1,0.97,84
6865,1/20/2015 2:00,-58.058839,-23.406243,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b967fffff,86a864b97ffffff,30.37,64.35,3.4,100.1,0.97,84
6866,1/20/2015 4:02,-58.05944,-23.399119,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b92dfffff,86a864b97ffffff,30.37,64.35,3.4,100.1,0.97,88
6867,1/20/2015 6:02,-58.056951,-23.390021,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,30.37,64.35,3.4,100.1,0.97,84
6868,1/20/2015 10:02,-58.046651,-23.396287,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,30.37,64.35,3.4,100.1,0.97,87
6869,1/21/2015 4:02,-58.046565,-23.396888,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,28.17,65.12,4.01,100.32,0,86
6870,1/21/2015 8:04,-58.046737,-23.396544,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,28.17,65.12,4.01,100.32,0,86
6871,1/21/2015 10:01,-58.046651,-23.396716,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,28.17,65.12,4.01,100.32,0,86
6872,1/22/2015 2:03,-58.055663,-23.394313,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b925fffff,86a864167ffffff,30.05,60.62,2.49,100.15,0,86
6873,1/22/2015 6:03,-58.070941,-23.403325,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b929fffff,86a864b97ffffff,30.05,60.62,2.49,100.15,0,86
6874,1/22/2015 8:02,-58.065791,-23.392167,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b921fffff,86a864b97ffffff,30.05,60.62,2.49,100.15,0,88
6875,1/22/2015 10:02,-58.066478,-23.39251,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b921fffff,86a864b97ffffff,30.05,60.62,2.49,100.15,0,85
6876,1/22/2015 22:02,-58.059869,-23.390279,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,30.05,60.62,2.49,100.15,0,85
6877,1/23/2015 0:00,-58.060384,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,30.71,59.6,2.57,100.04,0.5,86
6878,1/23/2015 6:00,-58.060384,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,30.71,59.6,2.57,100.04,0.5,86
6879,1/23/2015 8:01,-58.06047,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,30.71,59.6,2.57,100.04,0.5,86
6880,1/24/2015 4:00,-58.060384,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,29.45,69.58,2.91,99.93,17.83,86
6881,1/24/2015 6:00,-58.060298,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,29.45,69.58,2.91,99.93,17.83,86
6882,1/24/2015 8:01,-58.060126,-23.391652,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,29.45,69.58,2.91,99.93,17.83,86
6883,1/24/2015 22:02,-58.060384,-23.391566,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,29.45,69.58,2.91,99.93,17.83,86
6884,1/25/2015 2:02,-58.060384,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.34,76.35,2.23,99.96,6.18,86
6885,1/25/2015 4:00,-58.060384,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.34,76.35,2.23,99.96,6.18,86
6886,1/25/2015 6:01,-58.060384,-23.391566,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.34,76.35,2.23,99.96,6.18,86
6887,1/25/2015 8:00,-58.060384,-23.391395,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.34,76.35,2.23,99.96,6.18,86
6888,1/25/2015 22:02,-58.060384,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.34,76.35,2.23,99.96,6.18,86
6889,1/26/2015 2:01,-58.060298,-23.391566,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,28.75,63.12,3.56,99.92,0.17,86
6890,1/26/2015 4:00,-58.060384,-23.391652,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,28.75,63.12,3.56,99.92,0.17,86
6891,1/26/2015 6:02,-58.060298,-23.391395,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,28.75,63.12,3.56,99.92,0.17,86
6892,1/27/2015 0:38,-58.060384,-23.391395,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,26.6,74.72,4.87,99.9,1.27,86
6893,1/27/2015 6:01,-58.060384,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,26.6,74.72,4.87,99.9,1.27,86
6894,1/28/2015 0:32,-58.060212,-23.39148,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.86,74.44,4.7,99.73,4.82,86
6895,1/28/2015 4:00,-58.060212,-23.391395,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.86,74.44,4.7,99.73,4.82,86
6896,1/28/2015 6:03,-58.060298,-23.391309,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.86,74.44,4.7,99.73,4.82,86
6897,1/28/2015 8:00,-58.060212,-23.391395,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864b927fffff,86a864b97ffffff,27.86,74.44,4.7,99.73,4.82,86
6898,1/28/2015 22:03,-58.052487,-23.386159,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,27.86,74.44,4.7,99.73,4.82,88
6899,1/29/2015 2:02,-58.051286,-23.38573,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.78,69.96,3.95,99.93,5.91,89
6900,1/29/2015 4:00,-58.051715,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.78,69.96,3.95,99.93,5.91,87
6901,1/29/2015 6:01,-58.051715,-23.38573,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.78,69.96,3.95,99.93,5.91,87
6902,1/29/2015 8:01,-58.051715,-23.385901,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.78,69.96,3.95,99.93,5.91,88
6903,1/29/2015 22:01,-58.053088,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.78,69.96,3.95,99.93,5.91,85
6904,1/30/2015 2:02,-58.052917,-23.386159,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.2,62.8,4.86,100.13,0,88
6905,1/30/2015 4:02,-58.052831,-23.386073,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.2,62.8,4.86,100.13,0,88
6906,1/30/2015 6:01,-58.052917,-23.386073,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.2,62.8,4.86,100.13,0,88
6907,1/30/2015 8:00,-58.052831,-23.385987,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.2,62.8,4.86,100.13,0,88
6908,1/30/2015 10:01,-58.051801,-23.385816,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a864161bfffff,86a864167ffffff,28.2,62.8,4.86,100.13,0,87
6909,1/31/2015 2:01,-58.057208,-23.371053,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416c5fffff,86a86416fffffff,29.52,56.3,2.87,100.15,0,88
6910,1/31/2015 4:00,-58.057208,-23.371139,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416c5fffff,86a86416fffffff,29.52,56.3,2.87,100.15,0,88
6911,1/31/2015 6:00,-58.057294,-23.371139,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416c5fffff,86a86416fffffff,29.52,56.3,2.87,100.15,0,88
6912,1/31/2015 8:03,-58.057208,-23.371053,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416c5fffff,86a86416fffffff,29.52,56.3,2.87,100.15,0,88
6913,1/31/2015 10:03,-58.060212,-23.369594,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416c7fffff,86a86416fffffff,29.52,56.3,2.87,100.15,0,90
6914,1/31/2015 22:03,-58.057036,-23.369508,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416c7fffff,86a86416fffffff,29.52,56.3,2.87,100.15,0,92
6915,2/1/2015 2:01,-58.0512,-23.364873,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416ebfffff,86a86416fffffff,30.24,60.9,2.84,100.05,3.99,85
6916,2/1/2015 6:01,-58.042789,-23.363328,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416e1fffff,86a86416fffffff,30.24,60.9,2.84,100.05,3.99,84
6917,2/2/2015 4:03,-58.043132,-23.364701,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416e1fffff,86a86416fffffff,31.83,57.4,2.96,99.95,0.7,90
6918,2/2/2015 22:03,-58.045106,-23.375087,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416e9fffff,86a86416fffffff,31.83,57.4,2.96,99.95,0.7,90
6919,2/3/2015 2:02,-58.045449,-23.374057,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416e9fffff,86a86416fffffff,31.09,60.71,4.03,99.7,6.04,88
6920,2/3/2015 6:01,-58.048282,-23.376288,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a86416e9fffff,86a86416fffffff,31.09,60.71,4.03,99.7,6.04,87
6921,2/3/2015 8:03,-58.049312,-23.379636,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641613fffff,86a86416fffffff,31.09,60.71,4.03,99.7,6.04,86
6922,2/3/2015 10:02,-58.049655,-23.379979,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641613fffff,86a86416fffffff,31.09,60.71,4.03,99.7,6.04,86
6923,2/4/2015 2:00,-58.04914,-23.400578,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641653fffff,86a864167ffffff,32.26,59.39,2.67,99.5,1.87,84
6924,2/4/2015 22:00,-58.046737,-23.396888,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641619fffff,86a864167ffffff,32.26,59.39,2.67,99.5,1.87,84
6925,2/6/2015 0:01,-58.041072,-23.380322,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641617fffff,86a864167ffffff,29.24,62.26,3.48,99.58,0,89
6926,2/6/2015 2:01,-58.041244,-23.380494,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641617fffff,86a864167ffffff,29.24,62.26,3.48,99.58,0,89
6927,2/6/2015 22:01,-58.042016,-23.380322,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641617fffff,86a864167ffffff,29.24,62.26,3.48,99.58,0,91
6928,2/7/2015 0:03,-58.042359,-23.380322,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641617fffff,86a864167ffffff,28.95,57.05,3.15,99.57,0,91
6929,2/7/2015 8:33,-58.041501,-23.379807,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641617fffff,86a864167ffffff,28.95,57.05,3.15,99.57,0,90
6930,2/8/2015 8:03,-58.026481,-23.383842,Panthera onca,670294A,11,Humid Chaco,Paraguay,88a8641639fffff,86a864167ffffff,30.89,50.87,1.39,99.58,0,90
